case_id,event_count,unique_fields,unique_actors,first_timestamp,last_timestamp,duration_days,has_create_event,create_timestamp,has_stepname,has_statuscode,has_statecode,has_estimatedclosedate,has_actualclosedate,stepname_count,owner_changes,revenue_type_changes,forecast_changes
ITEM-000117,141,58,2,2025-10-17T09:12:00,2025-10-17T10:34:00,0.06,True,2025-10-17T09:12:00,True,True,True,True,True,1,1,1,18
ITEM-000333,73,58,2,2025-10-20T12:56:00,2025-10-28T13:58:00,8.04,True,2025-10-20T12:56:00,True,True,True,True,True,1,1,2,4
ITEM-000258,73,57,3,2025-10-06T09:04:00,2025-10-08T13:17:00,2.18,True,2025-10-06T09:04:00,True,True,True,True,True,4,1,1,4
ITEM-000099,71,58,2,2025-08-18T14:43:00,2025-11-13T14:49:00,87.0,True,2025-08-18T14:43:00,True,True,True,True,True,4,1,2,2
ITEM-000349,70,58,3,2025-10-22T16:53:00,2026-01-28T09:06:00,97.68,True,2025-10-22T16:53:00,True,True,True,True,False,6,1,1,3
ITEM-000612,69,58,2,2025-09-08T09:00:00,2025-10-29T16:26:00,51.31,True,2025-09-08T09:00:00,True,True,True,True,True,4,1,2,2
ITEM-000178,69,57,3,2025-10-23T09:47:00,2026-01-22T04:39:00,90.79,True,2025-10-23T09:47:00,True,True,True,True,False,2,1,2,1
ITEM-000121,69,57,3,2025-10-10T11:03:00,2026-01-12T10:28:00,93.98,True,2025-10-10T11:03:00,True,True,True,True,True,7,1,1,3
ITEM-000301,68,60,2,2025-11-10T09:30:00,2025-12-01T10:39:00,21.05,True,2025-11-10T09:30:00,True,True,True,True,True,4,1,1,2
ITEM-000089,68,57,2,2025-09-02T13:17:00,2026-01-22T05:18:00,141.67,True,2025-09-02T13:17:00,True,True,True,True,False,4,1,2,2
ITEM-000400,67,57,4,2025-11-12T11:08:00,2026-01-28T11:33:00,77.02,True,2025-11-12T11:08:00,True,True,True,True,False,3,1,1,2
ITEM-000332,67,58,2,2025-11-10T15:14:00,2025-12-02T10:52:00,21.82,True,2025-11-10T15:14:00,True,True,True,True,True,4,1,1,2
ITEM-000124,67,59,2,2025-08-13T10:11:00,2026-01-13T08:17:00,152.92,True,2025-08-13T10:11:00,True,True,True,True,True,2,1,1,3
ITEM-000664,66,57,3,2025-08-22T09:06:00,2026-01-14T16:55:00,145.33,True,2025-08-22T09:06:00,True,True,True,True,False,3,1,2,2
ITEM-000104,66,58,2,2025-11-12T11:06:00,2025-12-23T09:32:00,40.93,True,2025-11-12T11:06:00,True,True,True,True,True,4,1,1,2
ITEM-000391,66,58,2,2026-01-12T15:36:00,2026-01-29T14:21:00,16.95,True,2026-01-12T15:36:00,True,True,True,True,True,4,1,1,2
ITEM-000560,65,58,2,2025-10-27T10:44:00,2025-10-27T14:36:00,0.16,True,2025-10-27T10:44:00,True,True,True,True,True,4,1,1,2
ITEM-000204,64,55,2,2025-08-20T10:56:00,2025-08-26T08:42:00,5.91,True,2025-08-20T10:56:00,True,True,True,True,True,1,1,1,2
ITEM-000525,64,58,2,2025-09-25T10:11:00,2025-10-22T09:06:00,26.95,True,2025-09-25T10:11:00,True,True,True,True,True,4,1,1,2
ITEM-000510,64,58,2,2025-12-15T15:07:00,2026-01-08T15:32:00,24.02,True,2025-12-15T15:07:00,True,True,True,True,True,4,1,1,2
ITEM-000028,64,57,2,2025-08-22T09:15:00,2025-09-01T07:31:00,9.93,True,2025-08-22T09:15:00,True,True,True,True,True,4,1,1,2
ITEM-000086,64,58,1,2025-11-13T14:50:00,2025-11-13T14:51:00,0.0,True,2025-11-13T14:50:00,True,True,True,True,True,2,1,1,2
ITEM-000382,63,57,2,2025-12-15T15:11:00,2026-01-22T05:20:00,37.59,True,2025-12-15T15:11:00,True,True,True,True,False,4,1,1,2
ITEM-000401,63,57,2,2025-12-15T14:31:00,2025-12-15T14:32:00,0.0,True,2025-12-15T14:31:00,True,True,True,True,True,4,1,1,2
ITEM-000210,63,56,2,2025-10-01T10:19:00,2025-11-18T09:33:00,47.97,True,2025-10-01T10:19:00,True,True,True,True,True,4,1,1,2
ITEM-000578,63,58,2,2025-10-22T14:04:00,2025-12-19T10:37:00,57.86,True,2025-10-22T14:04:00,True,True,True,True,True,1,1,1,2
ITEM-000643,63,57,2,2025-09-23T09:43:00,2025-12-01T10:41:00,69.04,True,2025-09-23T09:43:00,True,True,True,True,True,4,1,1,2
ITEM-000472,63,57,1,2025-10-28T17:16:00,2026-01-12T15:57:00,75.95,True,2025-10-28T17:16:00,True,True,True,True,False,2,1,1,2
ITEM-000471,63,59,2,2025-12-16T17:00:00,2026-01-02T09:58:00,16.71,True,2025-12-16T17:00:00,True,True,True,True,True,1,1,1,2
ITEM-000294,62,57,2,2025-10-20T12:44:00,2025-11-11T15:55:00,22.13,True,2025-10-20T12:44:00,True,True,True,True,True,1,1,1,2
ITEM-000110,62,59,2,2026-01-08T11:21:00,2026-01-12T15:52:00,4.19,True,2026-01-08T11:21:00,True,True,True,True,True,1,1,1,2
ITEM-000508,62,58,2,2025-11-14T17:26:00,2025-12-01T15:07:00,16.9,True,2025-11-14T17:26:00,True,True,True,True,True,1,1,1,2
ITEM-000234,62,58,2,2025-10-13T15:43:00,2026-01-19T11:40:00,97.83,True,2025-10-13T15:43:00,True,True,True,True,True,1,1,1,2
ITEM-000068,62,57,2,2026-01-06T17:09:00,2026-01-21T19:49:00,15.11,True,2026-01-06T17:09:00,True,True,True,True,False,5,1,1,1
ITEM-000613,62,58,2,2025-10-21T09:51:00,2025-11-11T16:05:00,21.26,True,2025-10-21T09:51:00,True,True,True,True,True,1,1,1,2
ITEM-000281,61,55,2,2025-09-08T11:54:00,2025-10-08T11:11:00,29.97,True,2025-09-08T11:54:00,True,True,True,True,True,4,1,1,2
ITEM-000033,61,58,2,2025-10-28T14:19:00,2025-10-28T14:22:00,0.0,True,2025-10-28T14:19:00,True,True,True,True,True,1,1,1,2
ITEM-000422,61,58,2,2025-08-13T12:03:00,2025-08-19T08:15:00,5.84,True,2025-08-13T12:03:00,True,True,True,True,True,1,1,1,2
ITEM-000397,61,58,2,2025-12-15T13:36:00,2025-12-15T13:44:00,0.01,True,2025-12-15T13:36:00,True,True,True,True,True,1,1,1,2
ITEM-000601,61,55,2,2025-10-08T15:33:00,2025-11-11T09:51:00,33.76,True,2025-10-08T15:33:00,True,True,True,True,True,2,1,1,2
ITEM-000343,61,58,2,2026-01-09T08:18:00,2026-01-09T10:58:00,0.11,True,2026-01-09T08:18:00,True,True,True,True,True,1,1,1,2
ITEM-000268,61,57,2,2025-09-02T09:20:00,2026-01-12T15:43:00,132.27,True,2025-09-02T09:20:00,True,True,True,True,False,1,1,1,1
ITEM-000450,61,55,3,2025-10-16T13:35:00,2025-10-29T16:29:00,13.12,True,2025-10-16T13:35:00,True,True,True,True,True,4,1,1,2
ITEM-000177,60,57,2,2025-10-06T15:25:00,2025-10-22T09:55:00,15.77,True,2025-10-06T15:25:00,True,True,True,True,True,1,1,1,2
ITEM-000657,60,57,2,2025-09-17T14:45:00,2025-10-28T14:06:00,40.97,True,2025-09-17T14:45:00,True,True,True,True,True,1,1,1,2
ITEM-000190,60,55,3,2025-09-16T11:04:00,2025-10-27T11:18:00,41.01,True,2025-09-16T11:04:00,True,True,True,True,True,1,2,1,2
ITEM-000321,60,57,2,2025-10-22T09:55:00,2025-11-19T11:05:00,28.05,True,2025-10-22T09:55:00,True,True,True,True,True,1,1,1,2
ITEM-000327,60,57,2,2025-10-21T09:49:00,2025-11-12T13:14:00,22.14,True,2025-10-21T09:49:00,True,True,True,True,True,1,1,1,2
ITEM-000490,60,57,2,2025-12-15T15:13:00,2026-01-05T14:13:00,20.96,True,2025-12-15T15:13:00,True,True,True,True,True,1,1,1,2
ITEM-000062,60,56,2,2025-09-18T11:38:00,2026-01-14T14:20:00,118.11,True,2025-09-18T11:38:00,True,True,True,True,True,1,1,1,2
ITEM-000238,59,54,3,2025-10-14T13:53:00,2025-10-27T11:18:00,12.89,True,2025-10-14T13:53:00,True,True,True,True,True,1,2,1,2
ITEM-000524,59,56,2,2025-09-26T14:33:00,2026-01-14T14:24:00,109.99,True,2025-09-26T14:33:00,True,True,True,True,True,1,1,1,2
ITEM-000474,59,56,2,2025-10-27T12:39:00,2025-11-24T13:39:00,28.04,True,2025-10-27T12:39:00,True,True,True,True,True,1,1,1,2
ITEM-000296,59,57,2,2026-01-16T09:25:00,2026-01-27T16:23:00,11.29,True,2026-01-16T09:25:00,True,True,True,True,False,1,1,1,1
ITEM-000446,59,57,2,2025-10-29T06:54:00,2026-01-12T15:51:00,75.37,True,2025-10-29T06:54:00,True,True,True,True,False,1,1,1,1
ITEM-000626,59,56,2,2025-08-20T15:34:00,2026-01-12T15:45:00,145.01,True,2025-08-20T15:34:00,True,True,True,True,False,1,1,1,1
ITEM-000155,59,55,3,2026-01-08T10:42:00,2026-01-26T15:34:00,18.2,True,2026-01-08T10:42:00,True,True,True,True,True,1,1,1,2
ITEM-000250,59,55,2,2025-10-23T13:45:00,2026-01-08T15:40:00,77.08,True,2025-10-23T13:45:00,True,True,True,True,True,1,1,1,2
ITEM-000586,59,57,2,2025-12-02T10:48:00,2026-01-28T16:28:00,57.24,True,2025-12-02T10:48:00,True,True,True,True,False,1,1,1,1
ITEM-000565,59,57,2,2025-12-02T14:11:00,2026-01-05T09:51:00,33.82,True,2025-12-02T14:11:00,True,True,True,True,False,2,1,1,1
ITEM-000427,59,54,3,2025-10-14T15:32:00,2025-10-27T11:18:00,12.82,True,2025-10-14T15:32:00,True,True,True,True,True,1,2,1,2
ITEM-000198,58,56,2,2025-12-08T10:28:00,2026-01-26T14:23:00,49.16,True,2025-12-08T10:28:00,True,True,True,True,False,2,1,1,1
ITEM-000116,58,55,2,2025-09-16T11:03:00,2025-09-26T14:18:00,10.14,True,2025-09-16T11:03:00,True,True,True,True,True,1,1,1,2
ITEM-000636,58,57,2,2025-10-28T10:09:00,2026-01-06T11:19:00,70.05,True,2025-10-28T10:09:00,True,True,True,True,False,1,1,1,1
ITEM-000138,58,55,2,2025-09-16T10:58:00,2025-09-26T14:18:00,10.14,True,2025-09-16T10:58:00,True,True,True,True,True,1,1,1,2
ITEM-000334,58,55,2,2025-09-18T11:28:00,2025-09-26T14:22:00,8.12,True,2025-09-18T11:28:00,True,True,True,True,True,1,1,1,2
ITEM-000519,58,55,2,2025-09-16T11:00:00,2025-09-26T14:19:00,10.14,True,2025-09-16T11:00:00,True,True,True,True,True,1,1,1,2
ITEM-000269,58,57,2,2026-01-28T08:54:00,2026-01-29T13:53:00,1.21,True,2026-01-28T08:54:00,True,True,True,True,False,1,1,1,1
ITEM-000127,58,55,2,2025-09-18T11:31:00,2025-09-26T14:26:00,8.12,True,2025-09-18T11:31:00,True,True,True,True,True,1,1,1,2
ITEM-000408,58,56,2,2026-01-16T09:03:00,2026-01-22T10:28:00,6.06,True,2026-01-16T09:03:00,True,True,True,True,False,1,1,1,1
ITEM-000614,58,55,2,2025-10-22T16:51:00,2025-11-25T15:22:00,33.94,True,2025-10-22T16:51:00,True,True,True,True,True,1,1,1,2
ITEM-000314,58,54,3,2025-11-11T10:13:00,2026-01-26T15:35:00,76.22,True,2025-11-11T10:13:00,True,True,True,True,False,3,1,1,1
ITEM-000619,58,54,2,2025-10-06T11:29:00,2025-11-11T13:44:00,36.09,True,2025-10-06T11:29:00,True,True,True,True,True,1,1,1,2
ITEM-000013,58,55,2,2025-08-13T10:15:00,2026-01-08T10:36:00,148.01,True,2025-08-13T10:15:00,True,True,True,True,False,1,1,1,1
ITEM-000040,58,57,2,2026-01-08T11:11:00,2026-01-19T10:19:00,10.96,True,2026-01-08T11:11:00,True,True,True,True,False,1,1,1,1
ITEM-000199,58,55,2,2025-11-12T15:50:00,2025-12-17T15:49:00,35.0,True,2025-11-12T15:50:00,True,True,True,True,True,1,1,1,2
ITEM-000227,57,54,2,2025-08-14T14:20:00,2025-08-15T09:35:00,0.8,True,2025-08-14T14:20:00,True,True,True,True,True,1,1,1,2
ITEM-000247,57,54,2,2025-08-15T10:57:00,2025-08-15T11:15:00,0.01,True,2025-08-15T10:57:00,True,True,True,True,True,1,1,1,2
ITEM-000200,57,54,3,2025-09-29T11:24:00,2026-01-22T04:41:00,114.72,True,2025-09-29T11:24:00,True,True,True,True,False,1,1,1,1
ITEM-000241,57,57,2,2026-01-14T16:52:00,2026-01-14T16:52:00,0.0,True,2026-01-14T16:52:00,True,True,True,True,False,1,1,1,1
ITEM-000265,57,54,2,2025-09-30T08:46:00,2025-09-30T08:49:00,0.0,True,2025-09-30T08:46:00,True,True,True,True,True,1,1,1,2
ITEM-000235,57,54,3,2025-10-07T11:29:00,2026-01-26T15:26:00,111.16,True,2025-10-07T11:29:00,True,True,True,True,False,2,1,1,1
ITEM-000499,57,57,2,2025-12-19T10:13:00,2025-12-19T10:13:00,0.0,True,2025-12-19T10:13:00,True,True,True,True,False,1,1,1,1
ITEM-000478,57,56,3,2025-08-28T13:43:00,2026-01-19T10:17:00,143.86,True,2025-08-28T13:43:00,True,True,True,True,False,1,1,1,1
ITEM-000496,57,56,3,2026-01-12T15:49:00,2026-01-22T04:40:00,9.54,True,2026-01-12T15:49:00,True,True,True,True,False,1,1,1,1
ITEM-000318,57,54,2,2025-08-14T14:04:00,2025-08-14T14:12:00,0.01,True,2025-08-14T14:04:00,True,True,True,True,True,1,1,1,2
ITEM-000505,57,54,2,2025-09-09T12:53:00,2025-09-09T13:01:00,0.01,True,2025-09-09T12:53:00,True,True,True,True,True,1,1,1,2
ITEM-000263,57,56,2,2025-08-28T13:41:00,2026-01-05T09:51:00,129.84,True,2025-08-28T13:41:00,True,True,True,True,False,1,1,1,1
ITEM-000167,57,54,2,2025-10-14T09:10:00,2025-12-18T09:21:00,65.01,True,2025-10-14T09:10:00,True,True,True,True,True,1,1,1,2
ITEM-000261,57,54,3,2025-10-10T11:08:00,2026-01-26T15:29:00,108.18,True,2025-10-10T11:08:00,True,True,True,True,False,2,1,1,2
ITEM-000546,57,54,2,2025-11-11T13:46:00,2025-11-11T15:25:00,0.07,True,2025-11-11T13:46:00,True,True,True,True,True,1,1,1,2
ITEM-000615,57,57,2,2025-12-19T10:01:00,2025-12-19T10:01:00,0.0,True,2025-12-19T10:01:00,True,True,True,True,False,1,1,1,1
ITEM-000085,57,54,2,2025-08-26T07:56:00,2025-08-26T12:31:00,0.19,True,2025-08-26T07:56:00,True,True,True,True,True,1,1,1,2
ITEM-000024,57,54,2,2025-10-07T10:12:00,2025-10-07T11:05:00,0.04,True,2025-10-07T10:12:00,True,True,True,True,True,1,1,1,2
ITEM-000044,57,54,2,2025-08-15T11:47:00,2025-08-15T12:04:00,0.01,True,2025-08-15T11:47:00,True,True,True,True,True,1,1,1,2
ITEM-000083,57,57,2,2026-01-12T09:59:00,2026-01-12T09:59:00,0.0,True,2026-01-12T09:59:00,True,True,True,True,False,1,1,1,1
ITEM-000438,57,57,2,2026-01-16T12:46:00,2026-01-16T12:46:00,0.0,True,2026-01-16T12:46:00,True,True,True,True,False,1,1,1,1
ITEM-000424,57,54,3,2025-10-24T12:24:00,2026-01-22T04:39:00,89.68,True,2025-10-24T12:24:00,True,True,True,True,False,2,1,1,1
ITEM-000377,57,54,2,2025-09-09T12:45:00,2025-09-09T13:02:00,0.01,True,2025-09-09T12:45:00,True,True,True,True,True,1,1,1,2
ITEM-000405,57,54,3,2025-10-14T09:13:00,2026-01-28T12:17:00,106.13,True,2025-10-14T09:13:00,True,True,True,True,False,2,1,1,1
ITEM-000465,57,54,2,2025-08-14T10:39:00,2025-08-15T10:05:00,0.98,True,2025-08-14T10:39:00,True,True,True,True,True,1,1,1,2
ITEM-000486,57,57,2,2026-01-05T14:28:00,2026-01-05T14:28:00,0.0,True,2026-01-05T14:28:00,True,True,True,True,False,1,1,1,1
ITEM-000129,57,54,2,2025-10-30T09:02:00,2025-12-18T09:17:00,49.01,True,2025-10-30T09:02:00,True,True,True,True,True,1,1,1,2
ITEM-000286,57,56,3,2025-10-22T16:55:00,2026-01-29T13:54:00,98.87,True,2025-10-22T16:55:00,True,True,True,True,False,1,1,1,1
ITEM-000566,57,57,2,2026-01-21T13:23:00,2026-01-21T13:23:00,0.0,True,2026-01-21T13:23:00,True,True,True,True,False,1,1,1,1
ITEM-000331,57,54,2,2025-11-10T09:33:00,2025-12-18T09:21:00,37.99,True,2025-11-10T09:33:00,True,True,True,True,True,1,1,1,2
ITEM-000341,57,55,2,2026-01-08T11:36:00,2026-01-12T12:35:00,4.04,True,2026-01-08T11:36:00,True,True,True,True,False,1,1,2,1
ITEM-000114,57,56,2,2025-10-06T15:03:00,2026-01-12T12:36:00,97.9,True,2025-10-06T15:03:00,True,True,True,True,False,1,1,1,1
ITEM-000370,57,54,2,2025-10-10T11:06:00,2025-12-16T09:39:00,66.94,True,2025-10-10T11:06:00,True,True,True,True,True,1,1,1,2
ITEM-000561,57,57,2,2025-12-19T10:23:00,2025-12-19T10:23:00,0.0,True,2025-12-19T10:23:00,True,True,True,True,False,1,1,1,1
ITEM-000063,56,54,3,2025-10-10T11:12:00,2026-01-12T15:05:00,94.16,True,2025-10-10T11:12:00,True,True,True,True,False,2,1,1,1
ITEM-000218,56,56,2,2025-10-29T07:02:00,2025-10-29T07:02:00,0.0,True,2025-10-29T07:02:00,True,True,True,True,False,1,1,1,1
ITEM-000098,56,56,2,2026-01-27T15:29:00,2026-01-27T15:29:00,0.0,True,2026-01-27T15:29:00,True,True,True,True,False,1,1,1,1
ITEM-000491,56,56,2,2026-01-13T07:36:00,2026-01-13T07:36:00,0.0,True,2026-01-13T07:36:00,True,True,True,True,False,1,1,1,1
ITEM-000020,56,56,2,2026-01-27T09:52:00,2026-01-27T09:52:00,0.0,True,2026-01-27T09:52:00,True,True,True,True,False,1,1,1,1
ITEM-000374,56,54,3,2025-10-10T11:05:00,2026-01-05T15:51:00,87.2,True,2025-10-10T11:05:00,True,True,True,True,False,2,1,1,1
ITEM-000279,56,56,2,2026-01-07T12:07:00,2026-01-07T12:07:00,0.0,True,2026-01-07T12:07:00,True,True,True,True,False,1,1,1,1
ITEM-000532,56,56,2,2026-01-05T17:11:00,2026-01-05T17:11:00,0.0,True,2026-01-05T17:11:00,True,True,True,True,False,1,1,1,1
ITEM-000304,56,56,2,2026-01-28T10:33:00,2026-01-28T10:33:00,0.0,True,2026-01-28T10:33:00,True,True,True,True,False,1,1,1,1
ITEM-000384,56,56,2,2026-01-19T12:34:00,2026-01-19T12:34:00,0.0,True,2026-01-19T12:34:00,True,True,True,True,False,1,1,1,1
ITEM-000449,56,56,2,2025-11-12T10:57:00,2025-11-12T10:57:00,0.0,True,2025-11-12T10:57:00,True,True,True,True,False,1,1,1,1
ITEM-000404,56,54,3,2025-10-28T09:23:00,2026-01-26T15:33:00,90.26,True,2025-10-28T09:23:00,True,True,True,True,False,1,1,1,1
ITEM-000027,56,54,3,2025-11-20T11:52:00,2026-01-08T15:24:00,49.15,True,2025-11-20T11:52:00,True,True,True,True,False,1,1,1,1
ITEM-000194,56,56,2,2026-01-28T10:37:00,2026-01-28T10:37:00,0.0,True,2026-01-28T10:37:00,True,True,True,True,False,1,1,1,1
ITEM-000193,55,55,2,2025-10-22T09:11:00,2025-10-22T09:11:00,0.0,True,2025-10-22T09:11:00,True,True,True,True,False,1,1,1,1
ITEM-000451,55,55,2,2025-10-01T15:07:00,2025-10-01T15:07:00,0.0,True,2025-10-01T15:07:00,True,True,True,True,False,1,1,1,1
ITEM-000074,55,54,2,2025-09-19T08:15:00,2026-01-14T14:24:00,117.26,True,2025-09-19T08:15:00,True,True,True,True,False,1,1,1,1
ITEM-000009,55,55,2,2025-12-08T10:24:00,2025-12-08T10:24:00,0.0,True,2025-12-08T10:24:00,True,True,True,True,False,1,1,1,1
ITEM-000512,55,53,2,2025-10-16T09:51:00,2026-01-13T12:43:00,89.12,True,2025-10-16T09:51:00,True,True,True,True,False,1,1,1,1
ITEM-000564,55,54,3,2025-11-11T09:16:00,2026-01-26T15:36:00,76.26,True,2025-11-11T09:16:00,True,True,True,True,False,1,1,1,1
ITEM-000231,55,55,2,2025-11-07T12:02:00,2025-11-07T12:02:00,0.0,True,2025-11-07T12:02:00,True,True,True,True,False,1,1,1,1
ITEM-000518,55,54,3,2025-10-06T10:06:00,2026-01-12T14:57:00,98.2,True,2025-10-06T10:06:00,True,True,True,True,False,1,1,1,1
ITEM-000445,55,54,3,2025-10-06T10:01:00,2026-01-12T15:06:00,98.21,True,2025-10-06T10:01:00,True,True,True,True,False,1,1,1,1
ITEM-000358,54,54,3,2025-10-22T16:54:00,2026-01-28T10:11:00,97.72,True,2025-10-22T16:54:00,True,True,True,True,False,1,1,1,1
ITEM-000191,54,54,2,2026-01-15T13:52:00,2026-01-15T13:52:00,0.0,True,2026-01-15T13:52:00,True,True,True,True,False,1,1,1,1
ITEM-000553,54,53,2,2025-10-06T10:00:00,2025-12-18T09:24:00,72.97,True,2025-10-06T10:00:00,True,True,True,True,False,1,1,1,1
ITEM-000176,54,52,2,2025-09-30T09:29:00,2025-10-29T09:16:00,28.99,True,2025-09-30T09:29:00,True,True,True,True,False,1,1,1,1
ITEM-000150,54,53,2,2025-10-14T09:15:00,2025-12-18T09:23:00,65.01,True,2025-10-14T09:15:00,True,True,True,True,False,1,1,1,1
ITEM-000431,54,53,2,2026-01-28T14:49:00,2026-01-28T15:59:00,0.05,True,2026-01-28T14:49:00,True,True,True,True,False,1,1,1,1
ITEM-000460,54,54,2,2026-01-13T10:37:00,2026-01-13T10:37:00,0.0,True,2026-01-13T10:37:00,True,True,True,True,False,1,1,1,1
ITEM-000539,54,54,2,2025-11-07T08:48:00,2025-11-07T08:48:00,0.0,True,2025-11-07T08:48:00,True,True,True,True,False,1,1,1,1
ITEM-000123,54,53,3,2025-08-28T09:26:00,2026-01-05T15:55:00,130.27,True,2025-08-28T09:26:00,True,True,True,True,False,1,1,1,1
ITEM-000010,53,52,2,2025-09-29T09:44:00,2025-10-29T09:16:00,29.98,True,2025-09-29T09:44:00,True,True,True,True,False,1,1,1,1
ITEM-000386,53,53,2,2025-11-11T09:18:00,2026-01-15T14:07:00,65.2,True,2025-11-11T09:18:00,True,True,True,True,False,1,1,1,1
ITEM-000464,53,53,3,2025-11-11T09:14:00,2026-01-05T15:54:00,55.28,True,2025-11-11T09:14:00,True,True,True,True,False,1,1,1,1
ITEM-000021,53,53,2,2026-01-13T10:41:00,2026-01-13T10:41:00,0.0,True,2026-01-13T10:41:00,True,True,True,True,False,1,1,1,1
ITEM-000628,53,52,2,2025-09-09T12:56:00,2025-09-09T12:56:00,0.0,True,2025-09-09T12:56:00,True,True,True,True,False,1,1,2,1
ITEM-000226,53,53,2,2026-01-13T10:46:00,2026-01-13T10:46:00,0.0,True,2026-01-13T10:46:00,True,True,True,True,False,1,1,1,1
