case_id,event_count,unique_fields,unique_actors,first_timestamp,last_timestamp,duration_days,has_create_event,create_timestamp,has_stepname,has_statuscode,has_statecode,has_estimatedclosedate,has_actualclosedate,stepname_count,owner_changes,revenue_type_changes,forecast_changes
ITEM-000597,53,52,2,2025-08-14T11:06:00,2025-10-29T09:15:00,75.92,True,2025-08-14T11:06:00,True,True,True,True,False,1,1,1,1
ITEM-000323,53,53,2,2026-01-13T10:44:00,2026-01-13T10:44:00,0.0,True,2026-01-13T10:44:00,True,True,True,True,False,1,1,1,1
ITEM-000363,53,53,2,2026-01-27T10:13:00,2026-01-27T10:13:00,0.0,True,2026-01-27T10:13:00,True,True,True,True,False,1,1,1,1
ITEM-000299,53,53,2,2026-01-08T12:36:00,2026-01-08T12:36:00,0.0,True,2026-01-08T12:36:00,True,True,True,True,False,1,1,1,1
ITEM-000160,53,53,2,2025-08-15T14:47:00,2025-08-15T14:49:00,0.0,True,2025-08-15T14:47:00,True,True,True,True,False,1,1,1,1
ITEM-000173,53,53,2,2026-01-13T10:38:00,2026-01-13T10:38:00,0.0,True,2026-01-13T10:38:00,True,True,True,True,False,1,1,1,1
ITEM-000554,53,53,2,2026-01-28T15:54:00,2026-01-28T15:54:00,0.0,True,2026-01-28T15:54:00,True,True,True,True,False,1,1,1,1
ITEM-000259,53,52,2,2025-10-06T10:02:00,2025-10-29T09:21:00,22.97,True,2025-10-06T10:02:00,True,True,True,True,False,1,1,1,1
ITEM-000228,53,53,2,2026-01-08T10:41:00,2026-01-08T10:41:00,0.0,True,2026-01-08T10:41:00,True,True,True,True,False,1,1,1,1
ITEM-000242,52,52,2,2025-08-15T12:06:00,2025-08-15T12:07:00,0.0,True,2025-08-15T12:06:00,True,True,True,True,False,1,1,1,1
ITEM-000413,52,52,2,2025-09-09T12:57:00,2025-09-09T12:57:00,0.0,True,2025-09-09T12:57:00,True,True,True,True,False,1,1,1,1
ITEM-000057,52,52,2,2025-11-11T10:12:00,2025-11-11T10:12:00,0.0,True,2025-11-11T10:12:00,True,True,True,True,False,1,1,1,1
ITEM-000353,52,52,2,2025-08-14T14:10:00,2025-08-14T14:10:00,0.0,True,2025-08-14T14:10:00,True,True,True,True,False,1,1,1,1
ITEM-000335,52,52,2,2025-11-11T10:10:00,2025-11-11T10:10:00,0.0,True,2025-11-11T10:10:00,True,True,True,True,False,1,1,1,1
ITEM-000134,52,52,2,2025-10-15T13:26:00,2025-10-15T13:26:00,0.0,True,2025-10-15T13:26:00,True,True,True,True,False,1,1,1,1
ITEM-000101,52,52,2,2025-10-07T13:31:00,2025-10-07T13:31:00,0.0,True,2025-10-07T13:31:00,True,True,True,True,False,1,1,1,1
ITEM-000620,52,52,2,2025-09-30T09:31:00,2025-09-30T09:31:00,0.0,True,2025-09-30T09:31:00,True,True,True,True,False,1,1,1,1
ITEM-000527,52,52,2,2025-08-15T10:03:00,2025-08-15T10:03:00,0.0,True,2025-08-15T10:03:00,True,True,True,True,False,1,1,1,1
ITEM-000130,52,52,2,2026-01-13T10:40:00,2026-01-13T10:40:00,0.0,True,2026-01-13T10:40:00,True,True,True,True,False,1,1,1,1
ITEM-000144,12,7,3,2025-10-06T11:21:00,2026-01-26T15:27:00,112.17,False,,True,False,False,True,False,4,0,1,1
ITEM-000425,11,10,2,2025-08-11T08:55:00,2026-01-05T09:54:00,147.04,False,,False,True,True,True,True,0,1,1,1
ITEM-000097,11,10,2,2025-08-28T09:32:00,2026-01-12T15:58:00,137.27,False,,False,False,False,True,False,0,1,0,0
ITEM-000223,11,7,3,2025-08-11T08:54:00,2026-01-12T15:41:00,154.28,False,,True,False,False,True,False,2,1,0,0
ITEM-000580,10,7,2,2026-01-13T08:25:00,2026-01-26T15:39:00,13.3,False,,True,False,False,True,False,3,1,1,0
ITEM-000084,9,8,2,2025-08-26T08:18:00,2025-10-15T13:25:00,50.21,False,,False,True,True,False,True,0,0,1,1
ITEM-000469,8,8,1,2025-08-29T07:08:00,2025-08-29T08:38:00,0.06,False,,False,True,True,False,True,0,0,1,1
ITEM-000594,8,8,1,2025-08-11T08:51:00,2025-09-17T14:37:00,37.24,False,,False,True,True,True,True,0,0,1,1
ITEM-000641,8,6,2,2025-10-06T14:35:00,2026-01-06T09:35:00,91.79,False,,True,False,False,True,False,3,0,1,0
ITEM-000246,8,8,1,2025-10-06T09:48:00,2025-10-29T09:22:00,22.98,False,,False,True,True,True,True,0,0,1,1
ITEM-000659,8,8,1,2025-08-11T08:50:00,2025-08-29T08:41:00,17.99,False,,False,True,True,True,True,0,0,1,1
ITEM-000120,7,5,2,2025-10-06T09:53:00,2026-01-26T15:35:00,112.24,False,,False,False,False,True,False,0,0,1,0
ITEM-000288,7,7,1,2025-08-18T09:44:00,2025-10-06T09:57:00,49.01,False,,False,True,True,False,True,0,0,1,1
ITEM-000513,7,6,2,2026-01-15T14:01:00,2026-01-15T14:02:00,0.0,False,,True,False,False,False,False,2,0,1,1
ITEM-000437,7,7,1,2025-08-14T13:29:00,2025-08-14T13:31:00,0.0,False,,False,True,True,True,True,0,0,1,1
ITEM-000545,7,7,1,2025-10-06T09:50:00,2025-10-06T09:50:00,0.0,False,,False,True,True,False,True,0,0,1,1
ITEM-000014,6,5,2,2025-10-06T09:48:00,2026-01-26T15:36:00,112.24,False,,False,False,False,True,False,0,0,1,0
ITEM-000007,6,3,2,2025-10-29T09:17:00,2026-01-26T15:33:00,89.26,False,,False,False,False,True,False,0,0,0,0
ITEM-000352,6,6,1,2025-10-09T07:39:00,2025-12-02T10:29:00,54.12,False,,False,True,True,False,True,0,1,0,1
ITEM-000658,6,6,2,2025-09-02T13:57:00,2025-10-20T12:42:00,47.95,False,,False,True,True,False,True,0,1,0,1
ITEM-000501,6,6,1,2025-08-11T11:40:00,2025-08-17T12:50:00,6.05,False,,False,True,True,False,True,0,0,1,1
ITEM-000475,6,6,1,2025-08-11T08:16:00,2025-08-11T08:49:00,0.02,False,,False,True,True,False,True,0,0,0,1
ITEM-000369,6,6,1,2025-09-04T08:21:00,2025-09-04T08:22:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000647,6,6,1,2025-08-11T08:50:00,2025-09-11T12:39:00,31.16,False,,False,True,True,True,True,0,0,0,1
ITEM-000362,6,6,1,2025-09-01T08:37:00,2025-12-02T10:30:00,92.08,False,,False,True,True,False,True,0,1,0,1
ITEM-000365,6,6,1,2025-08-28T09:29:00,2025-08-28T09:29:00,0.0,False,,False,True,True,False,True,0,0,1,1
ITEM-000048,5,4,1,2025-10-06T09:53:00,2026-01-28T12:07:00,114.09,False,,False,False,False,True,False,0,0,1,0
ITEM-000030,5,5,1,2025-08-28T09:33:00,2025-08-28T09:33:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000668,5,5,1,2025-10-06T09:58:00,2025-10-06T09:58:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000212,5,5,1,2025-10-29T09:20:00,2025-10-29T09:20:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000453,5,5,1,2025-08-29T07:05:00,2025-08-29T07:05:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000452,5,5,1,2025-10-06T09:58:00,2025-10-06T09:58:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000330,5,5,1,2025-08-28T09:32:00,2025-08-28T09:32:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000216,5,5,1,2025-10-21T12:10:00,2025-10-21T12:10:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000526,5,4,2,2025-10-06T09:51:00,2026-01-05T15:56:00,91.25,False,,False,False,False,True,False,0,0,1,0
ITEM-000298,5,5,1,2025-10-08T09:52:00,2025-10-08T09:52:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000305,5,5,1,2025-10-21T12:48:00,2025-10-21T12:48:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000307,5,5,1,2025-08-19T09:27:00,2025-08-19T09:27:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000357,5,5,1,2025-08-28T09:32:00,2025-08-28T09:32:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000159,5,5,1,2025-08-15T10:51:00,2025-08-15T10:51:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000493,5,5,1,2025-10-06T14:32:00,2025-10-06T14:32:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000006,5,4,2,2025-08-15T08:12:00,2026-01-05T10:04:00,143.08,False,,False,False,False,True,False,0,0,1,0
ITEM-000617,5,5,1,2025-10-06T09:49:00,2025-10-06T09:49:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000623,5,5,1,2025-10-29T09:20:00,2025-10-29T09:20:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000402,5,5,1,2025-08-11T08:54:00,2025-08-11T08:54:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000666,5,5,1,2025-08-28T09:33:00,2025-08-28T09:33:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000158,4,4,1,2025-08-15T14:51:00,2025-08-15T14:51:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000310,4,4,1,2025-10-13T15:45:00,2025-10-13T15:45:00,0.0,False,,False,True,True,False,True,0,0,0,1
ITEM-000504,3,3,1,2025-08-17T12:56:00,2025-10-27T11:18:00,70.93,False,,False,False,False,False,False,0,1,1,0
ITEM-000126,3,3,2,2025-08-17T12:53:00,2025-09-26T09:21:00,39.85,False,,False,False,False,False,False,0,1,1,0
ITEM-000454,3,3,1,2025-10-06T09:57:00,2025-10-29T09:27:00,22.98,False,,False,False,False,True,False,0,0,1,0
ITEM-000273,3,3,1,2025-08-17T12:56:00,2025-10-27T11:18:00,70.93,False,,False,False,False,False,False,0,1,1,0
ITEM-000146,3,3,1,2025-08-17T13:01:00,2025-08-26T07:43:00,8.78,False,,False,False,False,False,False,0,1,1,0
ITEM-000214,3,3,2,2025-08-17T12:54:00,2025-09-26T09:20:00,39.85,False,,False,False,False,False,False,0,1,1,0
ITEM-000230,3,3,1,2026-01-05T15:31:00,2026-01-05T15:31:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000053,3,3,2,2025-08-17T13:03:00,2025-09-26T09:21:00,39.85,False,,False,False,False,False,False,0,1,1,0
ITEM-000293,3,2,1,2025-10-06T14:19:00,2025-12-18T09:24:00,72.8,False,,False,False,False,True,False,0,0,0,0
ITEM-000049,3,3,1,2025-08-17T12:56:00,2025-08-27T12:57:00,10.0,False,,False,False,False,False,False,0,1,1,0
ITEM-000667,3,3,2,2025-08-17T12:56:00,2025-09-26T09:20:00,39.85,False,,False,False,False,False,False,0,1,1,0
ITEM-000476,3,3,2,2025-08-17T13:01:00,2025-09-26T09:21:00,39.85,False,,False,False,False,False,False,0,1,1,0
ITEM-000107,3,3,1,2025-08-17T13:01:00,2025-10-27T11:18:00,70.93,False,,False,False,False,False,False,0,1,1,0
ITEM-000229,3,3,2,2025-08-17T13:03:00,2026-01-08T09:40:00,143.86,False,,False,False,False,False,False,0,1,1,0
ITEM-000361,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000373,2,2,1,2025-08-12T10:44:00,2025-08-12T10:44:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000372,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000375,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000360,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000371,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000663,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000662,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000367,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000447,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000609,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000354,2,2,1,2025-09-01T09:16:00,2025-09-01T09:16:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000608,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000355,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000356,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000344,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000345,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000347,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000648,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000170,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000320,2,2,1,2025-09-08T08:04:00,2025-09-08T08:04:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000322,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000325,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000312,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000315,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000317,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000319,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000497,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000498,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000500,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000644,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000502,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000346,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000640,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000492,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000654,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000494,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000495,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000480,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000482,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000483,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000485,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000487,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000652,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000479,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000650,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000649,2,2,1,2025-08-27T12:57:00,2025-08-27T12:57:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000642,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000630,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000416,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000417,2,2,1,2025-08-26T07:43:00,2025-08-26T07:43:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000418,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000011,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000627,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000411,2,2,1,2026-01-08T09:40:00,2026-01-08T09:40:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000415,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000019,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000456,2,2,1,2025-09-01T09:16:00,2025-09-01T09:16:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000457,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000463,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000018,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000109,2,2,1,2025-10-16T10:39:00,2025-10-16T10:39:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000444,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000016,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000041,2,2,1,2025-09-08T08:04:00,2025-09-08T08:04:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000004,2,2,1,2025-10-07T10:45:00,2025-10-07T10:45:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000046,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000015,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000035,2,2,1,2025-08-26T07:42:00,2025-08-26T07:42:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000037,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000038,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000002,2,2,1,2025-08-22T13:23:00,2025-08-22T13:23:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000026,2,2,1,2025-08-27T12:57:00,2025-08-27T12:57:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000669,2,2,1,2026-01-13T09:48:00,2026-01-13T09:48:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000670,2,2,1,2025-08-17T13:01:00,2025-12-02T10:29:00,106.89,False,,False,False,False,False,False,0,1,1,0
ITEM-000440,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000348,2,2,1,2025-09-26T09:21:00,2025-09-26T09:21:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000106,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000622,2,2,1,2025-08-26T07:42:00,2025-08-26T07:42:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000621,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000108,2,2,1,2025-09-01T09:16:00,2025-09-01T09:16:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000096,2,2,1,2025-09-01T09:16:00,2025-09-01T09:16:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000102,2,2,1,2025-09-01T09:15:00,2025-09-01T09:15:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000092,2,2,1,2025-10-07T10:46:00,2025-10-07T10:46:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000094,2,2,1,2025-10-16T10:39:00,2025-10-16T10:39:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000095,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000145,2,2,1,2025-10-16T10:39:00,2025-10-16T10:39:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000151,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000136,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000430,2,2,1,2025-09-26T09:20:00,2025-09-26T09:20:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000139,2,2,1,2025-10-27T11:18:00,2025-10-27T11:18:00,0.0,False,,False,False,False,False,False,0,1,0,0
