case_id,event_count,unique_fields,unique_actors,first_timestamp,last_timestamp,duration_days,has_create_event,create_timestamp,has_stepname,has_statuscode,has_statecode,has_estimatedclosedate,has_actualclosedate,stepname_count,owner_changes,revenue_type_changes,forecast_changes
ITEM-000461,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000462,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000466,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000467,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000468,1,1,1,2025-08-17T13:02:00,2025-08-17T13:02:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000470,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000409,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000410,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000412,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000414,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000419,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000420,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000421,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000429,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000433,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000434,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000435,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000378,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000379,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000385,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000387,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000389,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000396,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000403,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000407,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000351,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000359,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000364,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000366,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000368,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000473,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000477,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000481,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000484,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000488,1,1,1,2025-08-17T12:57:00,2025-08-17T12:57:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000489,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000503,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000313,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000316,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000324,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000326,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000328,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000329,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000337,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000339,1,1,1,2025-08-17T12:45:00,2025-08-17T12:45:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000342,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000290,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000295,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000300,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000249,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000251,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000252,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000255,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000256,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000257,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000266,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000267,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000271,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000275,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000276,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000277,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000514,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000515,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000517,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000521,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000528,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000533,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000219,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000220,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000222,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000232,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000233,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000237,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000239,1,1,1,2025-08-17T12:58:00,2025-08-17T12:58:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000184,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000188,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000189,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000192,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000196,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000205,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000206,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000207,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000208,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000209,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000213,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000215,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000541,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000542,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000548,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000549,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000550,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000551,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000552,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000555,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000556,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000557,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000558,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000559,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000562,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000563,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000152,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000154,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000161,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000163,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000165,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000168,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000171,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000172,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000175,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000179,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000181,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000569,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000572,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000573,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000576,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000577,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000579,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000582,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000585,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000587,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000589,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000590,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000592,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000593,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000595,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000598,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000599,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000122,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000125,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000128,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000131,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000132,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000133,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000135,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000140,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000141,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000142,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000147,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000148,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000149,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000088,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000090,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000091,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000093,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000100,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000103,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000105,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000111,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000112,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000113,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000115,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000118,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000119,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000058,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000059,1,1,1,2025-08-17T12:54:00,2025-08-17T12:54:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000060,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000065,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000066,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000069,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000070,1,1,1,2025-08-17T13:04:00,2025-08-17T13:04:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000075,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000080,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000082,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000087,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000607,1,1,1,2025-08-17T13:03:00,2025-08-17T13:03:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000616,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000624,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000625,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000631,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000023,1,1,1,2025-10-22T17:14:00,2025-10-22T17:14:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000665,1,1,1,2025-08-17T12:53:00,2025-08-17T12:53:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000022,1,1,1,2025-08-17T12:56:00,2025-08-17T12:56:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000017,1,1,1,2025-12-02T10:30:00,2025-12-02T10:30:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000012,1,1,1,2025-08-17T13:01:00,2025-08-17T13:01:00,0.0,False,,False,False,False,False,False,0,0,1,0
ITEM-000003,1,1,1,2025-12-02T10:29:00,2025-12-02T10:29:00,0.0,False,,False,False,False,False,False,0,1,0,0
ITEM-000001,1,1,1,2025-08-17T13:02:00,2025-08-17T13:02:00,0.0,False,,False,False,False,False,False,0,0,1,0
